Country,Concept,LocalTerm,table_index,table_heading
España,"Salsa elaborada principalmente a partir de pulpa de tomates, a la que se le añade aceite y varias especias Salsa de tomate",(salsa de) tomate,104,Alimentos diversos (13)
Guatemala,"Salsa elaborada principalmente a partir de pulpa de tomates, a la que se le añade aceite y varias especias Salsa de tomate",salsa de tomate,104,Alimentos diversos (13)
México,"Salsa elaborada principalmente a partir de pulpa de tomates, a la que se le añade aceite y varias especias Salsa de tomate",salsa de tomate,104,Alimentos diversos (13)
Puerto Rico,"Salsa elaborada principalmente a partir de pulpa de tomates, a la que se le añade aceite y varias especias Salsa de tomate",salsa de tomate,104,Alimentos diversos (13)
España,Aderezo en polvo que se produce al secar y moler pimientos rojos Pimentón,pimentón,104,Alimentos diversos (13)
Guatemala,Aderezo en polvo que se produce al secar y moler pimientos rojos Pimentón,paprika,104,Alimentos diversos (13)
México,Aderezo en polvo que se produce al secar y moler pimientos rojos Pimentón,"paprika, páprika",104,Alimentos diversos (13)
Puerto Rico,Aderezo en polvo que se produce al secar y moler pimientos rojos Pimentón,"pimentón, paprika, paprica",104,Alimentos diversos (13)
España,Especie de jarabe que se emplea para endulzar bebidas o aderezar postres Jarabe,(el) sirope,104,Alimentos diversos (13)
Guatemala,Especie de jarabe que se emplea para endulzar bebidas o aderezar postres Jarabe,miel,104,Alimentos diversos (13)
México,Especie de jarabe que se emplea para endulzar bebidas o aderezar postres Jarabe,"miel, jarabe",104,Alimentos diversos (13)
Puerto Rico,Especie de jarabe que se emplea para endulzar bebidas o aderezar postres Jarabe,"(el) sirop, almíbar, (el) syrup",104,Alimentos diversos (13)
España,"Embutido elaborado básicamente con sangre cocida de cerdo condimentada con diversas especias y mezclada con otros ingredientes, en especial arroz, cebolla o miga de pan, que se embucha en una tripa de cerdo o de vaca y se consume crudo, frito, asado o cocido Existen diversas variedades según el tipo y cantidad de ingredientes que se utilizan en su elaboración Morcilla",morcilla,104,Alimentos diversos (13)
Guatemala,"Embutido elaborado básicamente con sangre cocida de cerdo condimentada con diversas especias y mezclada con otros ingredientes, en especial arroz, cebolla o miga de pan, que se embucha en una tripa de cerdo o de vaca y se consume crudo, frito, asado o cocido Existen diversas variedades según el tipo y cantidad de ingredientes que se utilizan en su elaboración Morcilla","moronga, morcilla",104,Alimentos diversos (13)
México,"Embutido elaborado básicamente con sangre cocida de cerdo condimentada con diversas especias y mezclada con otros ingredientes, en especial arroz, cebolla o miga de pan, que se embucha en una tripa de cerdo o de vaca y se consume crudo, frito, asado o cocido Existen diversas variedades según el tipo y cantidad de ingredientes que se utilizan en su elaboración Morcilla","moronga, rellena, soricua",104,Alimentos diversos (13)
Puerto Rico,"Embutido elaborado básicamente con sangre cocida de cerdo condimentada con diversas especias y mezclada con otros ingredientes, en especial arroz, cebolla o miga de pan, que se embucha en una tripa de cerdo o de vaca y se consume crudo, frito, asado o cocido Existen diversas variedades según el tipo y cantidad de ingredientes que se utilizan en su elaboración Morcilla",morcilla,104,Alimentos diversos (13)
España,Tipo de pasta italiana en forma de corbata de moño o mariposa Farfalle,pajaritas,105,Alimentos diversos (14)
Guatemala,Tipo de pasta italiana en forma de corbata de moño o mariposa Farfalle,corbatas,105,Alimentos diversos (14)
México,Tipo de pasta italiana en forma de corbata de moño o mariposa Farfalle,moñitos,105,Alimentos diversos (14)
Puerto Rico,Tipo de pasta italiana en forma de corbata de moño o mariposa Farfalle,lacitos,105,Alimentos diversos (14)
España,Aperitivo creado a base de maíz inflado y cubierto con una mezcla de queso o un polvo con sabor a queso Cheese puffs,"gusanitos, ganchitos",105,Alimentos diversos (14)
Guatemala,Aperitivo creado a base de maíz inflado y cubierto con una mezcla de queso o un polvo con sabor a queso Cheese puffs,risitos,105,Alimentos diversos (14)
México,Aperitivo creado a base de maíz inflado y cubierto con una mezcla de queso o un polvo con sabor a queso Cheese puffs,"cheetos, chetines, chetos, chitos, churros, quesitos, quesabritas, (los) poffets",105,Alimentos diversos (14)
Puerto Rico,Aperitivo creado a base de maíz inflado y cubierto con una mezcla de queso o un polvo con sabor a queso Cheese puffs,cheetos puff,105,Alimentos diversos (14)
España,"Postre o golosina muy frío, dulce y cremoso, que se elabora con agua o leche, a veces huevos, azúcar y un ingrediente básico que lo distingue de otras variedades, como vainilla, chocolate, algún tipo de fruta, una esencia o un licor Helado",helado,105,Alimentos diversos (14)
Guatemala,"Postre o golosina muy frío, dulce y cremoso, que se elabora con agua o leche, a veces huevos, azúcar y un ingrediente básico que lo distingue de otras variedades, como vainilla, chocolate, algún tipo de fruta, una esencia o un licor Helado",helado,105,Alimentos diversos (14)
México,"Postre o golosina muy frío, dulce y cremoso, que se elabora con agua o leche, a veces huevos, azúcar y un ingrediente básico que lo distingue de otras variedades, como vainilla, chocolate, algún tipo de fruta, una esencia o un licor Helado","helado, nieve, sorbete",105,Alimentos diversos (14)
Puerto Rico,"Postre o golosina muy frío, dulce y cremoso, que se elabora con agua o leche, a veces huevos, azúcar y un ingrediente básico que lo distingue de otras variedades, como vainilla, chocolate, algún tipo de fruta, una esencia o un licor Helado",mantecado,105,Alimentos diversos (14)
España,Pasta elaborada a base de cacahuete (también conocido como maní o cacahuate) tostado y molido Mantequilla de cacahuete,"manteca de cacahuete, crema de cacahuete",105,Alimentos diversos (14)
Guatemala,Pasta elaborada a base de cacahuete (también conocido como maní o cacahuate) tostado y molido Mantequilla de cacahuete,mantequilla de maní,105,Alimentos diversos (14)
México,Pasta elaborada a base de cacahuete (también conocido como maní o cacahuate) tostado y molido Mantequilla de cacahuete,"mantequilla de cacahuate, crema de cacahuate",105,Alimentos diversos (14)
Puerto Rico,Pasta elaborada a base de cacahuete (también conocido como maní o cacahuate) tostado y molido Mantequilla de cacahuete,mantequilla de maní,105,Alimentos diversos (14)
España,"Bollo hecho con una masa de tipo brioche, relleno con pasas, frutas confitadas (naranja, cidra y limón), frutos secos o chocolate. Tiene forma de cúpula y la masa se elabora con harina de fuerza, masa madre o levadura fresca, huevos, mantequilla y azúcar Panetone",panetone,106,Alimentos diversos (15)
Guatemala,"Bollo hecho con una masa de tipo brioche, relleno con pasas, frutas confitadas (naranja, cidra y limón), frutos secos o chocolate. Tiene forma de cúpula y la masa se elabora con harina de fuerza, masa madre o levadura fresca, huevos, mantequilla y azúcar Panetone",panetone,106,Alimentos diversos (15)
México,"Bollo hecho con una masa de tipo brioche, relleno con pasas, frutas confitadas (naranja, cidra y limón), frutos secos o chocolate. Tiene forma de cúpula y la masa se elabora con harina de fuerza, masa madre o levadura fresca, huevos, mantequilla y azúcar Panetone","panetón, panetone",106,Alimentos diversos (15)
Puerto Rico,"Bollo hecho con una masa de tipo brioche, relleno con pasas, frutas confitadas (naranja, cidra y limón), frutos secos o chocolate. Tiene forma de cúpula y la masa se elabora con harina de fuerza, masa madre o levadura fresca, huevos, mantequilla y azúcar Panetone",panetone,106,Alimentos diversos (15)
España,"Hierba de la familia de las umbelíferas, con tallo lampiño de 60 a 80 centímetro(s) de altura, hojas inferiores divididas en segmentos dentados, y filiformes las superiores, flores rojizas y simiente elipsoidal, aromática y de virtud estomacal Coriandrum sativum",cilantro,106,Alimentos diversos (15)
Guatemala,"Hierba de la familia de las umbelíferas, con tallo lampiño de 60 a 80 centímetro(s) de altura, hojas inferiores divididas en segmentos dentados, y filiformes las superiores, flores rojizas y simiente elipsoidal, aromática y de virtud estomacal Coriandrum sativum","cilantro, culantro",106,Alimentos diversos (15)
México,"Hierba de la familia de las umbelíferas, con tallo lampiño de 60 a 80 centímetro(s) de altura, hojas inferiores divididas en segmentos dentados, y filiformes las superiores, flores rojizas y simiente elipsoidal, aromática y de virtud estomacal Coriandrum sativum","cilantro, culantro",106,Alimentos diversos (15)
Puerto Rico,"Hierba de la familia de las umbelíferas, con tallo lampiño de 60 a 80 centímetro(s) de altura, hojas inferiores divididas en segmentos dentados, y filiformes las superiores, flores rojizas y simiente elipsoidal, aromática y de virtud estomacal Coriandrum sativum","cilantro, culantro",106,Alimentos diversos (15)
España,"Planta vivaz monocotiledónea, procedente de la India, cuya raíz se parece al jengibre, huele como él y es algo amarga Curcuma longa","cúrcuma, azafrán de las Indias",106,Alimentos diversos (15)
Guatemala,"Planta vivaz monocotiledónea, procedente de la India, cuya raíz se parece al jengibre, huele como él y es algo amarga Curcuma longa",cúrcuma,106,Alimentos diversos (15)
México,"Planta vivaz monocotiledónea, procedente de la India, cuya raíz se parece al jengibre, huele como él y es algo amarga Curcuma longa",cúrcuma,106,Alimentos diversos (15)
Puerto Rico,"Planta vivaz monocotiledónea, procedente de la India, cuya raíz se parece al jengibre, huele como él y es algo amarga Curcuma longa","cúrcuma, curry",106,Alimentos diversos (15)
España,"Vino espumoso blanco o rosado, originario de Francia Champán","champaña, champán",106,Alimentos diversos (15)
Guatemala,"Vino espumoso blanco o rosado, originario de Francia Champán",champán,106,Alimentos diversos (15)
México,"Vino espumoso blanco o rosado, originario de Francia Champán","champán, champaña",106,Alimentos diversos (15)
Puerto Rico,"Vino espumoso blanco o rosado, originario de Francia Champán",champán,106,Alimentos diversos (15)
España,Raíz de la planta Glycyrrhiza glabra Unnamed: 1_level_1,"(el) regaliz, citrato, (el) palacazú, puromoro, regalicia, (el) palodú, (el) paloduz, (el) palulú",107,Alimentos diversos (16)
Guatemala,Raíz de la planta Glycyrrhiza glabra Unnamed: 1_level_1,(el) regaliz,107,Alimentos diversos (16)
México,Raíz de la planta Glycyrrhiza glabra Unnamed: 1_level_1,"(el) regaliz, (el) licorice, (el) orozuz",107,Alimentos diversos (16)
Puerto Rico,Raíz de la planta Glycyrrhiza glabra Unnamed: 1_level_1,(el) regaliz,107,Alimentos diversos (16)
España,Fruta que se sumerge y se cocina posteriormente en almíbar para que pierda su humedad interior de manera que pueda conservarse sin riesgo de putrefacción Fruta confitada,fruta confitada,107,Alimentos diversos (16)
Guatemala,Fruta que se sumerge y se cocina posteriormente en almíbar para que pierda su humedad interior de manera que pueda conservarse sin riesgo de putrefacción Fruta confitada,fruta cristalizada,107,Alimentos diversos (16)
México,Fruta que se sumerge y se cocina posteriormente en almíbar para que pierda su humedad interior de manera que pueda conservarse sin riesgo de putrefacción Fruta confitada,"fruta confitada, fruta cristalizada",107,Alimentos diversos (16)
Puerto Rico,Fruta que se sumerge y se cocina posteriormente en almíbar para que pierda su humedad interior de manera que pueda conservarse sin riesgo de putrefacción Fruta confitada,fruta abrillantada,107,Alimentos diversos (16)
España,"Bollo elaborado con una masa dulce con forma de toroide adornado con rodajas de fruta confitada, escarchada o cristalizada de colores variados Roscón de Reyes",roscón,107,Alimentos diversos (16)
Guatemala,"Bollo elaborado con una masa dulce con forma de toroide adornado con rodajas de fruta confitada, escarchada o cristalizada de colores variados Roscón de Reyes",rosca,107,Alimentos diversos (16)
